Post_ID,Post_Date,Post_Time,Post_Time_Slot,Platform,Content_Type,Campaign,Is_Boosted,Has_Link,Hashtags_Count,Video_Duration_Sec,Image_Count,Caption_Length,Production_Cost,Promotion_Budget,Reach,Frequency,Impressions,Likes,Comments,Shares,Saves,Link_Clicks,Followers_Gained
POST_0356,12/29/2025,14:04,Midday,Twitter/X,Carousel,Holiday Magic,No,No,4,0,3,109,148,0,13419,1.12,14962,158,56,86,0,0,6
POST_0357,12/29/2025,18:32,Afternoon,Twitter/X,Carousel,Holiday Magic,No,Yes,3,0,4,143,117,0,11393,1,11425,183,65,102,0,401,4
POST_0358,12/29/2025,18:41,Afternoon,Twitter/X,Image,Holiday Magic,Yes,No,3,0,1,114,200,400,106311,1.41,149522,3556,1354,1561,0,0,39
POST_0359,12/30/2025,6:23,Morning,Facebook,Video,Holiday Magic,No,No,4,169,1,94,354,0,2847,1.04,2974,55,13,19,4,0,16
POST_0360,12/31/2025,7:08,Morning,TikTok,Carousel,Holiday Magic,Yes,No,4,0,3,191,149,562,96106,1.28,122978,5040,646,1144,144,0,20
POST_0361,12/31/2025,18:33,Afternoon,Twitter/X,Carousel,Holiday Magic,No,No,2,0,4,213,170,0,5578,1.2,6719,122,39,63,0,0,5
POST_0362,12/31/2025,19:33,Evening,TikTok,Image,Holiday Magic,Yes,No,3,0,1,220,123,568,75589,1.72,129782,2546,359,727,69,0,17
POST_0363,1/1/2026,15:00,Afternoon,Instagram,Carousel,New Year Reset,No,Yes,10,0,5,243,99,0,10438,1.38,14396,571,118,146,62,358,16
POST_0364,1/3/2026,20:40,Evening,TikTok,Text,New Year Reset,Yes,No,4,0,1,327,65,279,50596,1.23,62061,897,139,221,23,0,45
POST_0365,1/4/2026,18:32,Afternoon,TikTok,Carousel,New Year Reset,No,Yes,6,0,3,247,273,0,16581,1,16581,57,7,14,1,597,41
POST_0366,1/6/2026,16:10,Afternoon,TikTok,Video,New Year Reset,No,No,4,58,1,133,106,0,67484,1,67484,3466,474,1058,115,0,46
POST_0367,1/6/2026,18:24,Afternoon,Instagram,Image,New Year Reset,No,Yes,6,0,1,164,211,0,13691,1.54,21062,697,144,155,100,447,14
POST_0368,1/8/2026,12:31,Midday,TikTok,Video,New Year Reset,No,Yes,6,32,1,165,185,0,26446,1.16,30702,2590,390,684,77,793,30
POST_0369,1/9/2026,18:45,Afternoon,Instagram,Video,New Year Reset,Yes,No,12,17,1,177,191,216,17397,1.49,25973,552,104,132,62,0,13
POST_0370,1/9/2026,22:37,Evening,TikTok,Video,New Year Reset,Yes,Yes,8,19,1,197,134,250,68014,1.68,114039,6652,1082,1847,234,2531,70
POST_0371,1/10/2026,18:51,Afternoon,TikTok,Video,New Year Reset,Yes,Yes,3,59,1,98,106,288,18472,1.59,29327,2083,315,474,54,717,10
POST_0372,1/10/2026,21:50,Evening,Instagram,Video,New Year Reset,No,Yes,7,80,1,199,265,0,7629,1.32,10087,320,62,64,39,290,0
POST_0373,1/11/2026,19:07,Evening,Twitter/X,Image,New Year Reset,No,No,2,0,1,90,142,0,5041,1.05,5282,54,19,28,0,0,6
POST_0374,1/12/2026,12:00,Midday,Instagram,Text,New Year Reset,Yes,Yes,15,0,1,344,85,225,13830,1.62,22414,358,71,77,41,376,19
POST_0375,1/12/2026,14:31,Midday,Twitter/X,Image,New Year Reset,Yes,No,3,0,1,190,73,259,14120,1.77,24932,328,127,169,0,0,0
POST_0376,1/12/2026,17:50,Afternoon,TikTok,Video,New Year Reset,No,Yes,4,59,1,181,129,0,31735,1.1,34910,3039,434,872,77,666,35
POST_0377,1/13/2026,11:35,Midday,Twitter/X,Video,New Year Reset,No,Yes,1,152,1,198,198,0,7150,1,7150,107,45,50,0,170,10
POST_0378,1/13/2026,12:53,Midday,Twitter/X,Carousel,New Year Reset,No,No,1,0,9,193,171,0,3048,1.36,4132,11,4,4,0,0,5
POST_0379,1/14/2026,7:05,Morning,Instagram,Image,New Year Reset,Yes,Yes,14,0,1,140,198,210,15721,1.55,24442,1132,201,260,110,404,12
POST_0380,1/15/2026,13:18,Midday,Twitter/X,Carousel,New Year Reset,Yes,Yes,1,0,5,134,151,296,17410,1.43,24909,262,90,107,0,894,0
POST_0381,1/16/2026,6:19,Morning,Twitter/X,Video,New Year Reset,No,Yes,3,113,1,156,158,0,5222,1.11,5780,40,13,17,0,124,7
POST_0382,1/16/2026,8:33,Morning,Instagram,Image,New Year Reset,Yes,No,13,0,1,227,133,302,11437,1.74,19845,192,44,51,29,0,14
POST_0383,1/16/2026,17:30,Afternoon,Instagram,Carousel,New Year Reset,No,No,5,0,5,212,238,0,10307,1,10307,222,37,53,28,0,6
POST_0384,1/16/2026,17:36,Afternoon,Instagram,Video,New Year Reset,No,No,6,44,1,75,273,0,7823,1.23,9633,261,47,56,30,0,8
POST_0385,1/18/2026,21:26,Evening,TikTok,Image,New Year Reset,No,Yes,8,0,1,160,120,0,20747,1.34,27711,432,69,117,12,456,6
POST_0386,1/19/2026,10:12,Morning,Facebook,Image,New Year Reset,No,No,3,0,1,140,68,0,6977,1,6977,73,19,25,5,0,0
POST_0387,1/19/2026,18:30,Afternoon,TikTok,Video,New Year Reset,Yes,Yes,3,35,1,185,145,326,2610,1.42,3706,388,48,81,10,81,20
POST_0388,1/20/2026,19:12,Evening,Instagram,Video,New Year Reset,Yes,Yes,12,70,1,79,244,132,43518,1.41,61478,1768,360,453,193,1162,34
POST_0389,1/20/2026,19:15,Evening,TikTok,Image,New Year Reset,Yes,No,7,0,1,221,140,269,93900,1.28,119966,3962,529,959,136,0,94
POST_0390,1/22/2026,8:15,Morning,Instagram,Carousel,New Year Reset,No,No,6,0,9,108,80,0,8801,1.13,9938,370,68,89,47,0,24
POST_0391,1/22/2026,14:26,Midday,Instagram,Video,New Year Reset,No,No,12,26,1,127,217,0,9109,1.02,9333,441,99,124,59,0,2
POST_0392,1/22/2026,20:43,Evening,Twitter/X,Text,New Year Reset,Yes,No,4,0,1,407,68,337,10492,1.88,19743,315,101,149,0,0,6
POST_0393,1/23/2026,19:53,Evening,Facebook,Text,New Year Reset,No,No,5,0,1,220,49,0,7873,1.03,8085,42,11,13,3,0,7
POST_0394,1/23/2026,20:34,Evening,Instagram,Carousel,New Year Reset,No,No,10,0,4,280,195,0,9024,1.23,11117,380,65,74,50,0,8
POST_0395,1/24/2026,12:47,Midday,TikTok,Video,New Year Reset,No,No,6,38,1,106,180,0,6501,1.24,8079,448,62,131,15,0,0
POST_0396,1/25/2026,12:07,Midday,Facebook,Text,New Year Reset,Yes,Yes,6,0,1,160,44,273,19197,1.24,23826,171,50,56,14,436,5
POST_0397,1/25/2026,15:23,Afternoon,TikTok,Text,New Year Reset,No,No,4,0,1,265,51,0,13031,1.2,15672,454,61,111,13,0,41
POST_0398,1/25/2026,18:29,Afternoon,TikTok,Video,New Year Reset,No,Yes,5,29,1,173,267,0,8291,1.21,10064,548,82,152,15,315,16
POST_0399,1/26/2026,20:10,Evening,Instagram,Video,New Year Reset,No,Yes,13,37,1,60,333,0,3608,1.37,4945,154,24,30,15,157,6
POST_0400,1/28/2026,17:56,Afternoon,Facebook,Carousel,New Year Reset,No,No,2,0,3,237,172,0,6948,1.06,7385,71,16,22,5,0,11
POST_0401,1/29/2026,21:55,Evening,Facebook,Image,New Year Reset,No,No,5,0,1,110,106,0,3722,1.01,3777,46,12,15,3,0,3
POST_0402,1/31/2026,16:21,Afternoon,Instagram,Carousel,New Year Reset,No,Yes,15,0,9,133,88,0,11122,1.18,13122,405,77,93,51,420,12
POST_0403,2/1/2026,8:40,Morning,Facebook,Image,New Year Reset,Yes,Yes,4,0,1,192,72,211,15411,1.23,19022,148,32,49,12,328,17
POST_0404,2/1/2026,10:26,Morning,Instagram,Image,New Year Reset,Yes,No,5,0,1,208,224,212,22494,1.23,27714,1162,209,290,168,0,13
POST_0405,2/1/2026,11:35,Midday,TikTok,Video,New Year Reset,No,Yes,6,40,1,68,205,0,14014,1.09,15333,1036,144,225,26,450,1
POST_0406,2/1/2026,12:00,Midday,TikTok,Carousel,New Year Reset,Yes,Yes,4,0,5,122,205,301,59902,1.74,104515,699,104,180,23,2048,10
POST_0407,2/1/2026,17:38,Afternoon,Twitter/X,Image,New Year Reset,Yes,No,4,0,1,163,106,285,14613,1.49,21785,445,155,252,0,0,7
POST_0408,2/1/2026,18:55,Afternoon,Twitter/X,Carousel,New Year Reset,No,Yes,4,0,8,127,126,0,6772,1.19,8049,78,27,37,0,276,5
POST_0409,2/2/2026,10:17,Morning,Twitter/X,Text,New Year Reset,No,No,1,0,1,294,44,0,1915,1.22,2342,39,15,19,0,0,7
POST_0410,2/2/2026,11:12,Midday,Instagram,Video,New Year Reset,Yes,No,11,77,1,184,184,364,126135,1.72,216697,4516,912,1111,533,0,75
POST_0411,2/2/2026,13:51,Midday,Facebook,Text,New Year Reset,No,No,3,0,1,485,55,0,5010,1,5010,65,17,20,4,0,2
POST_0412,2/3/2026,7:16,Morning,Instagram,Video,New Year Reset,No,Yes,14,41,1,137,193,0,10128,1.08,10919,287,49,74,30,294,3
POST_0413,2/3/2026,22:17,Evening,Twitter/X,Image,New Year Reset,Yes,Yes,1,0,1,205,97,140,19820,1.48,29385,515,194,201,0,582,7
POST_0414,2/4/2026,12:02,Midday,TikTok,Video,New Year Reset,No,No,4,54,1,103,352,0,7341,1.24,9138,487,70,119,14,0,35
POST_0415,2/4/2026,13:29,Midday,TikTok,Video,New Year Reset,Yes,No,4,33,1,139,180,389,64132,2,128559,11492,1414,2748,320,0,32
POST_0416,2/4/2026,17:37,Afternoon,Instagram,Carousel,New Year Reset,No,Yes,7,0,10,116,250,0,14153,1,14153,632,123,150,79,286,22
POST_0417,2/8/2026,12:42,Midday,TikTok,Video,New Year Reset,Yes,No,7,26,1,159,245,199,886,1.57,1389,125,18,31,3,0,40
POST_0418,2/9/2026,8:39,Morning,TikTok,Carousel,New Year Reset,No,Yes,5,0,9,183,258,0,297,1.14,337,7,1,1,0,7,40
POST_0419,2/9/2026,15:48,Afternoon,Twitter/X,Video,New Year Reset,No,Yes,1,104,1,127,109,0,6932,1.21,8365,126,51,50,0,166,10
POST_0420,2/9/2026,22:20,Evening,Twitter/X,Text,New Year Reset,No,No,1,0,1,270,89,0,4182,1,4182,75,24,36,0,0,5
POST_0421,2/10/2026,6:21,Morning,Facebook,Video,New Year Reset,Yes,No,3,164,1,161,101,293,19156,1.73,33218,478,125,149,38,0,5
POST_0422,2/10/2026,22:39,Evening,Instagram,Carousel,New Year Reset,No,No,10,0,8,226,179,0,9232,1,9232,408,65,79,47,0,17
POST_0423,2/11/2026,7:24,Morning,Twitter/X,Image,New Year Reset,No,No,1,0,1,249,223,0,4257,1.12,4769,62,21,25,0,0,6
POST_0424,2/11/2026,18:49,Afternoon,TikTok,Video,New Year Reset,No,No,4,45,1,174,138,0,3988,1,3988,223,36,53,7,0,3
POST_0425,2/11/2026,20:33,Evening,Twitter/X,Carousel,New Year Reset,Yes,Yes,4,0,8,137,204,285,18949,1.56,29539,257,105,137,0,927,12
POST_0426,2/11/2026,20:47,Evening,TikTok,Text,New Year Reset,Yes,Yes,8,0,1,159,116,346,52252,1.51,79017,249,41,79,8,898,26
POST_0427,2/12/2026,19:35,Evening,Facebook,Video,New Year Reset,No,No,5,152,1,101,208,0,11194,1.18,13153,162,33,51,12,0,3
POST_0428,2/14/2026,16:51,Afternoon,Instagram,Carousel,New Year Reset,No,Yes,8,0,3,151,88,0,7391,1.23,9106,296,61,69,32,277,10
POST_0429,2/16/2026,10:30,Morning,Twitter/X,Video,New Year Reset,Yes,No,1,115,1,89,205,247,20490,1.28,26254,164,59,76,0,0,3
POST_0430,2/16/2026,12:16,Midday,Facebook,Image,New Year Reset,No,Yes,5,0,1,128,122,0,4550,1.16,5296,42,11,14,3,84,5
POST_0431,2/16/2026,17:49,Afternoon,Instagram,Video,New Year Reset,Yes,No,15,22,1,65,238,242,53984,1.64,88771,1581,352,418,221,0,46
POST_0432,2/17/2026,11:38,Midday,Instagram,Carousel,New Year Reset,No,No,10,0,6,151,77,0,34301,1.09,37224,1426,260,268,187,0,13
POST_0433,2/18/2026,18:24,Afternoon,TikTok,Carousel,New Year Reset,No,No,3,0,3,290,158,0,1736,1.27,2197,58,7,12,1,0,22
POST_0434,2/19/2026,11:02,Midday,TikTok,Video,New Year Reset,No,No,4,48,1,155,156,0,19797,1.27,25234,2070,285,457,61,0,6
POST_0435,2/20/2026,15:42,Afternoon,TikTok,Video,New Year Reset,No,No,7,18,1,149,355,0,14186,1.48,21006,891,119,194,22,0,35
POST_0436,2/20/2026,18:41,Afternoon,Instagram,Image,New Year Reset,Yes,Yes,7,0,1,130,174,270,36699,1.47,54122,1931,330,430,273,926,11
POST_0437,2/20/2026,22:37,Evening,Twitter/X,Video,New Year Reset,No,Yes,4,134,1,121,129,0,7291,1.24,9013,175,59,77,0,290,8
POST_0438,2/21/2026,10:29,Morning,Facebook,Video,New Year Reset,Yes,No,3,33,1,79,126,362,25542,1.32,33697,660,153,184,49,0,6
POST_0439,2/21/2026,20:01,Evening,Twitter/X,Text,New Year Reset,Yes,No,2,0,1,338,104,320,27117,1.56,42235,664,295,366,0,0,35
POST_0440,2/22/2026,14:17,Midday,Instagram,Text,New Year Reset,Yes,No,6,0,1,229,34,415,27921,1.89,52837,359,55,71,37,0,7
POST_0441,2/23/2026,6:54,Morning,TikTok,Video,New Year Reset,No,Yes,4,29,1,56,172,0,23527,1.17,27593,2553,431,686,80,764,3
POST_0442,2/24/2026,15:13,Afternoon,Facebook,Image,New Year Reset,Yes,Yes,4,0,1,181,85,148,103115,1.71,176834,2142,580,666,178,4181,49
POST_0443,2/24/2026,16:00,Afternoon,Instagram,Carousel,New Year Reset,No,No,14,0,10,143,153,0,7611,1.27,9659,231,42,44,24,0,14
POST_0444,2/24/2026,19:40,Evening,Facebook,Video,New Year Reset,No,Yes,3,152,1,89,329,0,5563,1.14,6354,57,14,19,4,174,7
POST_0445,2/25/2026,7:35,Morning,TikTok,Image,New Year Reset,No,Yes,4,0,1,197,152,0,27791,1.03,28528,1174,164,306,29,565,22
POST_0446,2/25/2026,16:54,Afternoon,Twitter/X,Text,New Year Reset,No,Yes,3,0,1,294,83,0,5405,1,5405,99,37,48,0,79,14
POST_0447,2/27/2026,8:41,Morning,Instagram,Carousel,New Year Reset,No,No,13,0,5,241,134,0,8173,1.14,9337,261,53,63,29,0,4
POST_0448,2/27/2026,12:36,Midday,Instagram,Carousel,New Year Reset,Yes,Yes,8,0,6,288,90,292,13417,1.56,20869,737,122,181,89,468,0
POST_0449,2/27/2026,16:32,Afternoon,TikTok,Image,New Year Reset,No,No,7,0,1,202,213,0,18017,1,18017,606,95,151,14,0,27
POST_0450,3/1/2026,6:19,Morning,Facebook,Text,Spring Launch,No,No,5,0,1,209,106,0,8217,1.22,10003,97,27,36,7,0,12
